施設,タイムスタンプ,個人情報保護の方針について,全行程での宿泊数をお答えください（石川県以外での宿泊も含みます）,石川県内での宿泊数をお答えください,石川県内での宿泊エリアをお答えください,石川県外での宿泊エリアをお答えください,今回はどなたと石川県を訪れていますか？,今回の石川県の訪問目的は何ですか？（複数選択可）,石川県外から訪れた方にお聞きします。今回は主にどのような交通手段で石川県に来られましたか。※2つまでお答えください,次に、 当施設  を訪れる際に利用した主な交通手段をお答えください。※2つまでお答えください,前の設問で「自家用車」「徒歩」以外を選択された方にお聞きします。当該の交通手段をお使いいただいた満足度をお聞かせください。,上記満足度の理由について、具体的に教えてください,今回の旅行またはお出かけにおける、石川県内での具体的な宿泊費をお答えください。（予定でも可/１人あたり）,"今回の旅行またはお出かけにおける石川県内での具体的な交通費をお答えください。（予定でも可/１人あたり）
※石川県外からの交通費、石川県内での交通費を含む。","今回の旅行またはお出かけにおける、石川県内での具体的な現地消費額をお答えください。（予定でも可/１人あたり）
※飲食、買い物、体験・観光などの消費額合計
※宿泊費、交通費を除く",これまでに   当施設   には何度訪れたことがありますか。,今回   当施設   を訪れる際に参考にした情報源は何ですか？（複数選択可）,"当施設   の前に訪れた主な場所（施設やスポット名称、エリアなど）を、次の名称リストからひとつ選んでください。

※名称リストにない場所の場合は、「選択なし/該当施設なし」を選び、次の設問でお答えください。
※当施設   が最初に訪れた場所である場合は、「選択なし/該当施設なし」をお選びください。",上記名称リストにない場合について、具体的にお答えください。(前),"当施設   の後に訪れる予定の場所（施設やスポット名称、エリア）を、次の名称リストからひとつ選んでください

※名称リストにない場所の場合は、「選択なし/該当施設なし」を選び、次の設問でお答えください。
※当施設    が最後に訪れた場所である場合は、「選択なし/該当施設なし」をお選びください。",上記名称リストにない場合について、具体的にお答えください。(後),当施設    における、消費総額をお答えください。（予定でも可/１人あたり）,当施設 における、商品・サービスの満足度をお答えください,上記満足度の理由につい具体的に教えてください。(サービス),当施設   における、施設全体の満足度をお答えください。,上記満足度の理由につい具体的に教えてください。(施設全体),当施設   において、不便を感じたり困ったことはありましたか。,上記不便を感じたり、困ったことについて具体的に教えてください,あなたは石川県への旅行または 当施設 へのお出かけを、どのくらい家族や友人に薦めたいと思いますか。 0（全く薦めたくない）～10（ぜひ薦めたい）でお答えください。,あなたが求めている   当施設   の飲食、土産、アクティビティについて、ご自由にご意見をお聞かせください,今後、再び石川県を訪れたいと思いますか,"あなたが求めている石川県の飲食、土産、アクティビティについて、ご自由にご意見をお聞かせください。

(※必須項目です。無ければ「特になし」とご記入ください)",性別をお答えください,生まれた年をお答えください,お住いの都道府県をお答えください,"お住いの市区町村をお答えください
例：新宿区",世帯年収をお答えください,アンケートに回答しようと思った動機をお答えください,旅全体の総合満足度を教えてください。,"石川県への旅行を、どのくらい家族や友人に勧めたいと薦めたいと思いますか。
０（まったく薦めたくない）～１０（ぜひ薦めたい）でお答え下さい。",今回の旅行またはお出かけにおいて、特に人に薦めたいと感じたものとその理由について具体的に教えてください。
のとじま水族館,2025/11/09 12:01:22,同意する,3泊,3泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,夫婦2人,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる, テーマパーク（遊園地、動物園、博物館など）, 出張など仕事関係",新幹線,レンタカー,とても満足,レンタカーがとても安価、多少の傷は気にしないという懐の広さ,"10,000円以上 20,000円未満","20,000円以上 30,000円未満","10,000円以上 20,000円未満",初めて,インターネット・アプリ,選択なし/該当施設なし,,選択なし／該当施設なし,,"3,000円以上 5,000円未満",とても満足,,とても満足,,感じた,雨天時の移動,10,,機会があれば行きたい,景勝地　千枚田などとても素晴らしかったので、そういったものを増やして欲しい,女,1995,東京都,杉並区,"1,200万円以上 1,500万円未満",景品が当たる,とても満足,10,
のとじま水族館,2025/11/09 12:16:28,同意する,4泊以上,4泊以上,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,恋人,"地元の美味しいものを食べる, 名所、旧跡の観光, テーマパーク（遊園地、動物園、博物館など）, 買い物、アウトレット, ドライブ・ツーリング",レンタカー,レンタカー,とても満足,運転が楽しかった,"50,000円以上 100,000円未満","20,000円以上 30,000円未満","30,000円以上 40,000円未満",2～5回目,観光展・物産展,千里浜なぎさドライブウェイ,,選択なし／該当施設なし,,"5,000円以上 10,000円未満",とても満足,楽しかった,とても満足,魚たくさんいた,感じなかった,,9,,また行きたい（1年以内）,特になし,女,2000,岐阜県,高山市,300万円以上 400万円未満,景品が当たる,とても満足,9,
のとじま水族館,2025/11/09 12:28:59,同意する,2泊,2泊,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,石川県外には泊まらない,夫婦2人,"地元の美味しいものを食べる, テーマパーク（遊園地、動物園、博物館など）","レンタカー, 飛行機",自家用車,満足,レンタカーで自由に移動できたから,"50,000円以上 100,000円未満","50,000円以上 100,000円未満","20,000円以上 30,000円未満",初めて,新聞・雑誌・ガイドブック,千里浜なぎさドライブウェイ,那谷寺,選択なし／該当施設なし,能登空港から帰ります,"3,000円以上 5,000円未満",満足,ショーがあったから,満足,いろいろ楽しめた,感じなかった,特になし,8,よかったです,機会があれば行きたい,特になし,男,1964,神奈川県,横浜市,"1,200万円以上 1,500万円未満",なんとなく,満足,8,歴史的な施設が多くあった
のとじま水族館,2025/11/09 12:30:52,同意する,2泊,2泊,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,石川県外には泊まらない,夫婦2人,"温泉や露天風呂, 地元の美味しいものを食べる, テーマパーク（遊園地、動物園、博物館など）",飛行機,レンタカー,満足,レンタカー なので時間を気にせず移動できたから,"20,000円以上 30,000円未満","40,000円以上 50,000円未満","5,000円以上 10,000円未満",2～5回目,"新聞・雑誌・ガイドブック, インターネット・アプリ",選択なし/該当施設なし,那谷寺、気多大社,選択なし／該当施設なし,飛行機で帰ります。,"1,000円以上 3,000円未満",どちらでもない,,とても満足,イルカ・アシカショー、アザラシの餌やり、イルカへの餌やり、とても楽しかったです。,感じなかった,,6,,機会があれば行きたい,特になし,女,1964,神奈川県,横浜市,"1,500万円以上",石川県のおすすめ観光スポットが見たい,満足,8,自然が適度にある所
のとじま水族館,2025/11/09 12:39:20,同意する,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,福井県,小学生以下連れの家族,テーマパーク（遊園地、動物園、博物館など）,県外から訪れていない（石川県内在住）,自家用車,,,使わない,"3,000円以上 5,000円未満","20,000円以上 30,000円未満",2～5回目,"観光パンフレット・ポスター, Instagram, 友人・知人",選択なし/該当施設なし,,選択なし／該当施設なし,,使わない,満足,大人の入場料がもう少し安いと嬉しいです。,とても満足,,感じなかった,,9,,石川県在住,特になし,女,1987,石川県,金沢市,500万円以上 600万円未満,景品が当たる,とても満足,9,
のとじま水族館,2025/11/09 12:41:20,同意する,1泊,1泊,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,石川県外には泊まらない,小学生以下連れの家族,"宿でのんびり過ごす, 温泉や露天風呂, テーマパーク（遊園地、動物園、博物館など）",自家用車,自家用車,とても満足,のとじま水族館良かった,"30,000円以上 40,000円未満","3,000円以上 5,000円未満","5,000円以上 10,000円未満",2～5回目,"TV・ラジオ番組やCM, YouTube",選択なし/該当施設なし,TAOYA和倉,道の駅のとじま,,"5,000円以上 10,000円未満",とても満足,地震以来の能登半島,満足,,感じなかった,,10,,また行きたい（1年以内）,温泉,男,1975,富山県,滑川市,400万円以上 500万円未満,なんとなく,とても満足,10,ほぼ復興している
のとじま水族館,2025/11/09 12:41:44,同意する,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,石川県外には泊まらない,小学生以下連れの家族,テーマパーク（遊園地、動物園、博物館など）,県外から訪れていない（石川県内在住）,自家用車,,,使わない,"1,000円以上 3,000円未満","3,000円以上 5,000円未満",2～5回目,友人・知人,選択なし/該当施設なし,,能登食祭市場,,"5,000円以上 10,000円未満",満足,内容が素晴らしかった。,とても満足,いろんな魚が見れたから,感じなかった,,7,得には、ありません,機会があれば行きたい,カニを食べたい,男,1960,石川県,金沢市,200万円以上 300万円未満,石川県のおすすめ観光スポットが見たい,満足,10,能登島水族館
のとじま水族館,2025/11/09 13:46:15,同意する,1泊,1泊,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,石川県外には泊まらない,友人,"温泉や露天風呂, 名所、旧跡の観光",自家用車,自家用車,とても満足,雨だったけど、たのしかったから,"20,000円以上 30,000円未満","20,000円以上 30,000円未満","50,000円以上 100,000円未満",11回目以上,"新聞・雑誌・ガイドブック, 観光パンフレット・ポスター",千里浜なぎさドライブウェイ,,選択なし／該当施設なし,のとじま水族館,"50,000円以上 100,000円未満",とても満足,地震で大変だったかとおもいますが、復活おめでとうございます。能登で、生き物たちの様子を見ることができて嬉しいです。,とても満足,頑張って復活、ほんとうにがんばってくれて、ありがとう,感じなかった,,10,生牡蠣の店が結構潰れてたみたい、残念、楽しみにしてたのに。,また行きたい（1年以内）,特になし,その他,1981,石川県,野々市市,300万円以上 400万円未満,景品が当たる,とても満足,10,地震の前から遊びに来てたところだから、悲しかったけど、少しずつ復興してるので、応援してます
のとじま水族館,2025/11/09 13:46:54,同意する,2泊,2泊,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,石川県外には泊まらない,友人,"地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞, アウトドア（海水浴、釣り、登山など）, まちあるき、都市散策",自家用車,自家用車,とても満足,,"20,000円以上 30,000円未満","10,000円以上 20,000円未満","20,000円以上 30,000円未満",6～10回目,"インターネット・アプリ, 友人・知人",千里浜なぎさドライブウェイ,,能登食祭市場,,"5,000円以上 10,000円未満",とても満足,,とても満足,,感じなかった,,10,,また行きたい（1年以内）,星空観望,男,1964,愛知県,豊川市,800万円以上 900万円未満,"景品が当たる, 石川県の雑学を知りたい",とても満足,10,
のとじま水族館,2025/11/09 13:57:08,同意する,1泊,1泊,加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）,石川県外には泊まらない,恋人,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる, テーマパーク（遊園地、動物園、博物館など）, 買い物、アウトレット",自家用車,自家用車,,,"20,000円以上 30,000円未満","20,000円以上 30,000円未満","50,000円以上 100,000円未満",初めて,インターネット・アプリ,千里浜なぎさドライブウェイ,,道の駅のとじま,,"3,000円以上 5,000円未満",とても満足,楽しかったです,とても満足,,感じなかった,,10,,また行きたい（1年以内）,のとじま水族館楽しかったです。,女,1989,大阪府,堺市,"1,000万円以上 1,200万円未満","景品が当たる, 石川県のおすすめ観光スポットが見たい, 石川県の雑学を知りたい",とても満足,10,自宅からの距離もよく旅行気分を満喫できる。
のとじま水族館,2025/11/09 14:36:41,同意する,1泊,2泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,小学生以下連れの家族,温泉や露天風呂,自家用車,自家用車,,,"50,000円以上 100,000円未満","5,000円以上 10,000円未満","30,000円以上 40,000円未満",2～5回目,観光展・物産展,のとじま水族館,,選択なし／該当施設なし,,"20,000円以上 30,000円未満",とても満足,おいしい,とても満足,便利,感じなかった,,10,,また行きたい（1年以内）,特になし,女,1998,奈良県,桜井市,700万円以上 800万円未満,景品が当たる,とても満足,10,海鮮
のとじま水族館,2025/11/09 14:38:31,同意する,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,富山県,恋人,テーマパーク（遊園地、動物園、博物館など）,自家用車,自家用車,とても満足,,使わない,使わない,使わない,11回目以上,友人・知人,のとじま水族館,,のとじま水族館,,"1,000円以上 3,000円未満",とても満足,,とても満足,,感じなかった,,10,,また行きたい（1年以内）,特になし,女,2004,富山県,富山市,100万円未満,景品が当たる,とても満足,10,
のとじま水族館,2025/11/09 14:50:30,同意する,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,富山県,中学生以上連れの家族,テーマパーク（遊園地、動物園、博物館など）,自家用車,自家用車,,,使わない,"3,000円以上 5,000円未満","5,000円以上 10,000円未満",6～10回目,"新聞・雑誌・ガイドブック, TV・ラジオ番組やCM",のとじま水族館,,能登食祭市場,,"5,000円以上 10,000円未満",満足,,満足,,感じなかった,,8,,また行きたい（1年以内）,美味しい魚や料理、きらびやかで優雅なおもてなし,女,1980,富山県,富山市,800万円以上 900万円未満,景品が当たる,とても満足,8,
のとじま水族館,2025/11/09 15:20:35,同意する,3泊,石川県内には宿泊しない,石川県内には宿泊しない,富山県,中学生以上連れの家族,テーマパーク（遊園地、動物園、博物館など）,自家用車,自家用車,,,"40,000円以上 50,000円未満","5,000円以上 10,000円未満","5,000円以上 10,000円未満",初めて,インターネット・アプリ,選択なし/該当施設なし,道の駅氷見,千里浜なぎさドライブウェイ,,"1,000円以上 3,000円未満",満足,,満足,きれい,感じなかった,,7,動物たちが人懐こいと思います,また行きたい（1年以内）,特になし,女,1968,埼玉県,朝霞市,"900万円以上 1,000万円未満",景品が当たる,満足,7,こじんまりとして混んでないので家族連におすすめです
のとじま水族館,2025/11/09 15:47:42,同意する,2泊,2泊,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,石川県外には泊まらない,夫婦2人,"宿でのんびり過ごす, 地元の美味しいものを食べる, テーマパーク（遊園地、動物園、博物館など）, 買い物、アウトレット, お祭りやイベントへの参加・見物, アウトドア（海水浴、釣り、登山など）, ドライブ・ツーリング",自家用車,自家用車,,,"5,000円以上 10,000円未満","5,000円以上 10,000円未満","20,000円以上 30,000円未満",2～5回目,"新聞・雑誌・ガイドブック, インターネット・アプリ",選択なし/該当施設なし,家族旅行村ウィーランド,のとじま水族館,,"5,000円以上 10,000円未満",とても満足,大人でも楽しめた,とても満足,展示や種類の充実,感じなかった,,10,これからも頑張ってください！,また行きたい（1年以内）,震災や水害からの復活を御祈りいたします,男,1971,福井県,鯖江市,700万円以上 800万円未満,何かしら応援出来るかと思ったから,とても満足,10,キャンプ場も良かった
のとじま水族館,2025/11/09 15:49:36,同意する,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,石川県外には泊まらない,小学生以下連れの家族,地元の美味しいものを食べる,自家用車,自家用車,,,使わない,"1,000円未満","5,000円以上 10,000円未満",2～5回目,"観光展・物産展, インターネット・アプリ",のとじま水族館,,輪島朝市,,"5,000円以上 10,000円未満",とても満足,イベントなとがあり子供が楽しめる,とても満足,子供が歩いても疲れない距離で、箇所箇所に楽しめる要素があった,感じなかった,,10,アイスの種類が多くて嬉しい,また行きたい（1年以内）,和倉温泉街の復興が進んでくれると嬉しい,女,1991,富山県,富山市,700万円以上 800万円未満,,満足,10,"和倉温泉で温泉卵をつくれたこと
子供と一緒でとってもいい体験になだた"
のとじま水族館,2025/11/09 15:53:17,同意する,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,日帰りです,友人,"地元の美味しいものを食べる, 名所、旧跡の観光",自家用車,自家用車,,,"5,000円以上 10,000円未満","3,000円以上 5,000円未満","5,000円以上 10,000円未満",初めて,"新聞・雑誌・ガイドブック, インターネット・アプリ, X(旧：Twitter)",のとじま水族館,,道の駅のとじま,,"5,000円以上 10,000円未満",とても満足,,とても満足,,感じなかった,,8,,また行きたい（1年以内）,特になし,無回答,1984,富山県,黒部市,400万円以上 500万円未満,なんとなく,満足,8,
のとじま水族館,2025/11/09 15:53:45,同意する,1泊,1泊,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,石川県外には泊まらない,中学生以上連れの家族,"名所、旧跡の観光, その他スポーツ（ゴルフ、テニスなど）",自家用車,自家用車,,,"50,000円以上 100,000円未満","10,000円以上 20,000円未満","10,000円以上 20,000円未満",初めて,観光連盟やDMOのHP,のとじま水族館,,能登食祭市場,,"5,000円以上 10,000円未満",どちらでもない,良くも悪くもない,どちらでもない,なし,感じなかった,なし,10,,また行きたい（1年以内）,特になし,男,1958,愛知県,岡崎市,700万円以上 800万円未満,景品が当たる,どちらでもない,5,温泉と海の幸が豊か
のとじま水族館,2025/11/09 15:56:25,同意する,日帰り,石川県内には宿泊しない,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,富山県,小学生以下連れの家族,地元の美味しいものを食べる,自家用車,自家用車,,,"10,000円以上 20,000円未満","20,000円以上 30,000円未満","10,000円以上 20,000円未満",6～10回目,インターネット・アプリ,千里浜なぎさドライブウェイ,,千里浜なぎさドライブウェイ,,"5,000円以上 10,000円未満",どちらでもない,,満足,,感じた,お土産の充実度、近隣のおすすめスポット案内や連携,6,,また行きたい（1年以内）,特になし,男,1979,石川県,金沢市,800万円以上 900万円未満,"景品が当たる, 石川県の雑学を知りたい, なんとなく",満足,10,
のとじま水族館,2025/11/09 22:12:55,同意する,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,石川県外には泊まらない,恋人,"テーマパーク（遊園地、動物園、博物館など）, スポーツ観戦や芸術鑑賞（コンサート等）",自家用車,自家用車,,,使わない,"1,000円以上 3,000円未満","5,000円以上 10,000円未満",2～5回目,"インターネット・アプリ, 友人・知人",選択なし/該当施設なし,七尾美術館,能登食祭市場,,"5,000円以上 10,000円未満",満足,,満足,,感じなかった,,8,,機会があれば行きたい,特になし,男,1984,富山県,富山市,400万円以上 500万円未満,"景品が当たる, なんとなく",満足,7,
のとじま水族館,2025/11/09 23:03:11,同意する,1泊,1泊,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,石川県外には泊まらない,親,"温泉や露天風呂, 地元の美味しいものを食べる, 名所、旧跡の観光, 買い物、アウトレット",自家用車,自家用車,,,"20,000円以上 30,000円未満","5,000円以上 10,000円未満","10,000円以上 20,000円未満",初めて,"観光展・物産展, 観光連盟やDMOのHP",能登食祭市場,,選択なし／該当施設なし,,"3,000円以上 5,000円未満",とても満足,,とても満足,,感じなかった,,9,,機会があれば行きたい,特になし,男,2003,和歌山県,和歌山市,400万円以上 500万円未満,"景品が当たる, 石川県のおすすめ観光スポットが見たい, なんとなく",とても満足,8,
のとじま水族館,2025/11/10 8:58:14,同意する,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,富山県,小学生以下連れの家族,テーマパーク（遊園地、動物園、博物館など）,旅行会社ツアーバス,旅行会社ツアーバス,どちらでもない,自分の都合で休憩できないため,使わない,使わない,"5,000円以上 10,000円未満",2～5回目,Instagram,選択なし/該当施設なし,どこにも寄らず、1番目の目的地に着いたため。,能登食祭市場,,"1,000円以上 3,000円未満",満足,チョアチキン？の音楽が子供達にウケて、帰宅後も踊っていた(^^)美味しかったです。,満足,まあ時間を潰せた。ガチャガチャだったり、顔ハメだったり、子供が楽しめるところがもう少しあると嬉しいです。,感じた,,5,アクティビティを増やして欲しい。子供が喜びそうな体験型など。,機会があれば行きたい,海のアクティビティがほしい。つりが手ぶらでできて、釣った魚を調理してもらえるなど、子供が喜ぶアクティビティがほしい。,女,1990,富山県,富山市,700万円以上 800万円未満,景品が当たる,満足,7,のとじま水族館のイルカショー
のとじま水族館,2025/11/10 9:04:26,同意する,1泊,1泊,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,石川県外には泊まらない,友人,"宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる, テーマパーク（遊園地、動物園、博物館など）",自家用車,自家用車,,,"50,000円以上 100,000円未満","10,000円以上 20,000円未満","40,000円以上 50,000円未満",2～5回目,友人・知人,千里浜なぎさドライブウェイ,,選択なし／該当施設なし,,"1,000円以上 3,000円未満",とても満足,お土産の種類が豊富だったから。,とても満足,施設が綺麗で、大人でも楽しめる展示内容だったから。,感じた,閉館時間が早い気がした。,9,,また行きたい（1年以内）,バイクで回れるスポット、スタンプラリーみたいなのがあれば効率よく回れると思った。ツーリングで訪れたが、どの施設も二輪には利用しづらい気がした点と、県内の道路の舗装悪かったと感じました。,男,1996,大阪府,富田林市,"1,000万円以上 1,200万円未満",観光先にポスターがあったから,とても満足,10,料理が美味しく、魅力がたくさんあるから。
のとじま水族館,2025/11/10 10:11:47,同意する,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,石川県外には泊まらない,小学生以下連れの家族,地元の美味しいものを食べる,自家用車,自家用車,とても満足,,"5,000円以上 10,000円未満","1,000円以上 3,000円未満","3,000円以上 5,000円未満",2～5回目,友人・知人,選択なし/該当施設なし,,道の駅のとじま,,"5,000円以上 10,000円未満",とても満足,,とても満足,,感じなかった,,9,,また行きたい（1年以内）,今のままで満足。のとの復興を応援します。,男,1981,石川県,白山市,"900万円以上 1,000万円未満",景品が当たる,とても満足,10,
のとじま水族館,2025/11/10 10:17:51,同意する,日帰り,石川県内には宿泊しない,石川県内には宿泊しない,石川県外には泊まらない,小学生以下連れの家族,名所、旧跡の観光,自家用車,自家用車,,,使わない,"3,000円以上 5,000円未満","5,000円以上 10,000円未満",2～5回目,観光展・物産展,のとじま水族館,,千里浜なぎさドライブウェイ,,"1,000円以上 3,000円未満",満足,,満足,,感じた,そとに出たり入ったりしなければならなかった,8,,機会があれば行きたい,とくになし,女,1956,石川県,白山市,300万円以上 400万円未満,景品が当たる,満足,8,
のとじま水族館,2025/11/10 10:25:51,同意する,1泊,1泊,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,石川県外には泊まらない,自分ひとり,"温泉や露天風呂, 地元の美味しいものを食べる, 買い物、アウトレット",在来線,路線バス,満足,バス路線があるのはありがたい,"10,000円以上 20,000円未満","3,000円以上 5,000円未満","10,000円以上 20,000円未満",初めて,"観光パンフレット・ポスター, インターネット・アプリ",能登食祭市場,,能登食祭市場,,"3,000円以上 5,000円未満",とても満足,魚の展示の仕方が素晴らしい。ジンベイザメ良く見えました。,とても満足,,感じた,公共交通のアクセス,9,お土産のオリジナル商品が良い,石川県在住,海鮮がとにかく美味しい,女,1965,石川県,金沢市,800万円以上 900万円未満,"景品が当たる, なんとなく",とても満足,9,自然の豊かさ
のとじま水族館,2025/11/10 10:41:27,同意する,1泊,1泊,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,石川県外には泊まらない,小学生以下連れの家族,温泉や露天風呂,自家用車,自家用車,,,"50,000円以上 100,000円未満","5,000円以上 10,000円未満","30,000円以上 40,000円未満",初めて,新聞・雑誌・ガイドブック,道の駅のとじま,,選択なし／該当施設なし,,"5,000円以上 10,000円未満",満足,,満足,,感じなかった,,9,,機会があれば行きたい,特になし,男,1984,滋賀県,大津市,700万円以上 800万円未満,景品が当たる,満足,9,
のとじま水族館,2025/11/10 10:44:43,同意する,1泊,1泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,夫婦2人,"花見や紅葉などの自然鑑賞, テーマパーク（遊園地、動物園、博物館など）",自家用車,自家用車,,,"10,000円以上 20,000円未満","10,000円以上 20,000円未満","10,000円以上 20,000円未満",2～5回目,"観光パンフレット・ポスター, インターネット・アプリ, X(旧：Twitter)",千里浜なぎさドライブウェイ,,道の駅のとじま,,"5,000円以上 10,000円未満",とても満足,いつも、ジンベイ、ありがとう,とても満足,復活ありがとう,感じなかった,,10,,機会があれば行きたい,特になし,男,1979,長野県,安曇野市,600万円以上 700万円未満,なんとなく,とても満足,10,紅葉🍁
のとじま水族館,2025/11/10 10:57:13,同意する,2泊,2泊,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,石川県外には泊まらない,中学生以上連れの家族,"温泉や露天風呂, 地元の美味しいものを食べる, 名所、旧跡の観光","レンタカー, 新幹線",レンタカー,満足,道がわかりやすかった,"50,000円以上 100,000円未満","30,000円以上 40,000円未満","100,000円以上",初めて,"観光展・物産展, インターネット・アプリ, X(旧：Twitter)",のとじま水族館,,道の駅のとじま,,"5,000円以上 10,000円未満",満足,身近でいろいろな魚をみることが出来た,満足,,感じなかった,,9,,また行きたい（1年以内）,食べ物も景色も施設もとてもよかったです。,男,1992,千葉県,船橋市,400万円以上 500万円未満,なんとなく,満足,8,
能登食祭市場,2025/11/10 13:40:13,同意する,1泊,1泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,妹,地元の美味しいものを食べる,自家用車,自家用車,満足,,"3,000円以上 5,000円未満",使わない,"5,000円以上 10,000円未満",11回目以上,地元の施設でよくしっていた,選択なし/該当施設なし,石川県立図書館,選択なし／該当施設なし,,使わない,満足,お土産をかえた！金沢よりも人が少ないので落ち着いて見れる,満足,地元の美味しいものをたべれる,感じなかった,,5,,また行きたい（1年以内）,地元のお酒の飲み比べをしたいです,女,1993,大阪府,八尾市,500万円以上 600万円未満,"景品が当たる, ひゃくまんさんが好き, 石川県のおすすめ観光スポットが見たい",とても満足,9,
気多大社,2025/11/10 14:41:10,同意する,2泊,石川県内には宿泊しない,石川県内には宿泊しない,福井県,友人,"地元の美味しいものを食べる, 名所、旧跡の観光, ドライブ・ツーリング","レンタカー, 新幹線",レンタカー,満足,,"10,000円以上 20,000円未満","20,000円以上 30,000円未満","20,000円以上 30,000円未満",初めて,インターネット・アプリ,千里浜なぎさドライブウェイ,,選択なし／該当施設なし,新湊きときっと市場,"1,000円以上 3,000円未満",満足,,満足,,感じなかった,,8,,機会があれば行きたい,特になし,男,1977,千葉県,松戸市,"1,000万円以上 1,200万円未満",景品が当たる,満足,8,
気多大社,2025/11/10 14:44:21,同意する,2泊,石川県内には宿泊しない,石川県内には宿泊しない,福井県,友人,"地元の美味しいものを食べる, 名所、旧跡の観光, まちあるき、都市散策, ドライブ・ツーリング",新幹線,レンタカー,満足,天気は悪いけど快適でした,使わない,"3,000円以上 5,000円未満","1,000円以上 3,000円未満",初めて,"インターネット・アプリ, 友人・知人",千里浜なぎさドライブウェイ,,選択なし／該当施設なし,富山方面,"1,000円以上 3,000円未満",満足,雰囲気良かったです,満足,前から訪ねたかったので,感じなかった,,7,,また行きたい（1年以内）,能登の復興を待っています！　塩づくりを現地で見たいです,女,1977,北海道,札幌市,200万円以上 300万円未満,景品が当たる,満足,8,
のとじま水族館,2025/11/10 15:01:06,同意する,1泊,1泊,能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）,石川県外には泊まらない,自分ひとり,テーマパーク（遊園地、動物園、博物館など）,新幹線,"在来線, 路線バス",満足,目的地までのバスはありますが、可能であればもう少し便を増やしてほしいなと思いました。,"5,000円以上 10,000円未満","20,000円以上 30,000円未満","40,000円以上 50,000円未満",初めて,"観光連盟やDMOのHP, インターネット・アプリ, Instagram",選択なし/該当施設なし,金沢21 世紀美術館など金沢駅付近を訪問しました,選択なし／該当施設なし,,"10,000円以上 20,000円未満",とても満足,大水槽やイルカのショーなどとても充実した水族館で素敵です,とても満足,,感じなかった,,8,,また行きたい（1年以内）,B級グルメなどあれば嬉しいです,女,1988,神奈川県,鎌倉市,600万円以上 700万円未満,石川県のおすすめ観光スポットが見たい,とても満足,9,
のとじま水族館,2025/11/10 20:08:49,同意する,3泊,3泊,金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）,石川県外には泊まらない,夫婦2人,"温泉や露天風呂, 地元の美味しいものを食べる, 花見や紅葉などの自然鑑賞, 名所、旧跡の観光, 友人・親戚を訪ねる",自家用車,自家用車,,,"30,000円以上 40,000円未満","40,000円以上 50,000円未満","20,000円以上 30,000円未満",初めて,"新聞・雑誌・ガイドブック, TV・ラジオ番組やCM, 観光パンフレット・ポスター, インターネット・アプリ, 友人・知人",道の駅のとじま,宇奈月,千里浜なぎさドライブウェイ,東尋坊,"3,000円以上 5,000円未満",満足,設備充実,満足,解りやすい,感じなかった,,8,頑張っていた,また行きたい（1年以内）,千枚田おにぎり🍙が、金土日曜日だけだったので残念,女,1960,徳島県,板野郡北島町,400万円以上 500万円未満,なんとなく,満足,8,料理がよい
